ZIP,COUNTYNAME,STATE,Helper1,Helper2,ZIP2,STCOUNTYFP,CLASSFP,,State,STCode,State Acres,Natl. Parks,Park Coverage (acres),%NPARK,,,,,,,,,,
99626,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99626,02050,H5,,,,,,,,,,,,,,,,,
99630,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99630,02050,H5,,,,,,,,,,,,,,,,,
99634,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99634,02050,H5,,,,,,,,,,,,,,,,,
99637,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99637,02050,H5,,,,,,,,,,,,,,,,,
99641,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99641,02050,H5,,,,,,,,,,,,,,,,,
99651,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99651,02050,H5,,,,,,,,,,,,,,,,,
99655,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99655,02050,H5,,,,,,,,,,,,,,,,,
99656,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99656,02050,H5,,,,,,,,,,,,,,,,,
99668,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99668,02050,H5,,,,,,,,,,,,,,,,,
99679,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99679,02050,H5,,,,,,,,,,,,,,,,,
99680,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99680,02050,H5,,,,,,,,,,,,,,,,,
99681,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99681,02050,H5,,,,,,,,,,,,,,,,,
99690,Bethel Census Area,AK,AK|Bethel Census Area,AK|Bethel Census,99690,02050,H5,,,,,,,,,,,,,,,,,
99613,Bristol Bay Borough,AK,AK|Bristol Bay Borough,AK|Bristol Bay,99613,02060,H1,,,,,,,,,,,,,,,,,
99633,Bristol Bay Borough,AK,AK|Bristol Bay Borough,AK|Bristol Bay,99633,02060,H1,,,,,,,,,,,,,,,,,
99670,Bristol Bay Borough,AK,AK|Bristol Bay Borough,AK|Bristol Bay,99670,02060,H1,,,,,,,,,,,,,,,,,
99729,Denali Borough,AK,AK|Denali Borough,AK|Denali,99729,02068,H1,,,,,,,,,,,,,,,,,
99743,Denali Borough,AK,AK|Denali Borough,AK|Denali,99743,02068,H1,,,,,,,,,,,,,,,,,
99744,Denali Borough,AK,AK|Denali Borough,AK|Denali,99744,02068,H1,,,,,,,,,,,,,,,,,
99755,Denali Borough,AK,AK|Denali Borough,AK|Denali,99755,02068,H1,,,,,,,,,,,,,,,,,
99555,Dillingham Census Area,AK,AK|Dillingham Census Area,AK|Dillingham Census,99555,02070,H5,,,,,,,,,,,,,,,,,
99569,Dillingham Census Area,AK,AK|Dillingham Census Area,AK|Dillingham Census,99569,02070,H5,,,,,,,,,,,,,,,,,
99576,Dillingham Census Area,AK,AK|Dillingham Census Area,AK|Dillingham Census,99576,02070,H5,,,,,,,,,,,,,,,,,
99580,Dillingham Census Area,AK,AK|Dillingham Census Area,AK|Dillingham Census,99580,02070,H5,,,,,,,,,,,,,,,,,
99628,Dillingham Census Area,AK,AK|Dillingham Census Area,AK|Dillingham Census,99628,02070,H5,,,,,,,,,,,,,,,,,
99636,Dillingham Census Area,AK,AK|Dillingham Census Area,AK|Dillingham Census,99636,02070,H5,,,,,,,,,,,,,,,,,
99678,Dillingham Census Area,AK,AK|Dillingham Census Area,AK|Dillingham Census,99678,02070,H5,,,,,,,,,,,,,,,,,
99701,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99701,02090,H1,,,,,,,,,,,,,,,,,
99702,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99702,02090,H1,,,,,,,,,,,,,,,,,
99703,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99703,02090,H1,,,,,,,,,,,,,,,,,
99705,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99705,02090,H1,,,,,,,,,,,,,,,,,
99706,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99706,02090,H1,,,,,,,,,,,,,,,,,
99707,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99707,02090,H1,,,,,,,,,,,,,,,,,
99708,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99708,02090,H1,,,,,,,,,,,,,,,,,
99709,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99709,02090,H1,,,,,,,,,,,,,,,,,
99712,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99712,02090,H1,,,,,,,,,,,,,,,,,
99714,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99714,02090,H1,,,,,,,,,,,,,,,,,
99725,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99725,02090,H1,,,,,,,,,,,,,,,,,
99775,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99775,02090,H1,,,,,,,,,,,,,,,,,
99790,Fairbanks North Star Borough,AK,AK|Fairbanks North Star Borough,AK|Fairbanks North Star,99790,02090,H1,,,,,,,,,,,,,,,,,
99827,Haines Borough,AK,AK|Haines Borough,AK|Haines,99827,02100,H1,,,,,,,,,,,,,,,,,
99820,Hoonah-Angoon Census Area,AK,AK|Hoonah-Angoon Census Area,AK|Hoonah-Angoon Census,99820,02105,H5,,,,,,,,,,,,,,,,,
99825,Hoonah-Angoon Census Area,AK,AK|Hoonah-Angoon Census Area,AK|Hoonah-Angoon Census,99825,02105,H5,,,,,,,,,,,,,,,,,
99826,Hoonah-Angoon Census Area,AK,AK|Hoonah-Angoon Census Area,AK|Hoonah-Angoon Census,99826,02105,H5,,,,,,,,,,,,,,,,,
99829,Hoonah-Angoon Census Area,AK,AK|Hoonah-Angoon Census Area,AK|Hoonah-Angoon Census,99829,02105,H5,,,,,,,,,,,,,,,,,
99832,Hoonah-Angoon Census Area,AK,AK|Hoonah-Angoon Census Area,AK|Hoonah-Angoon Census,99832,02105,H5,,,,,,,,,,,,,,,,,
99841,Hoonah-Angoon Census Area,AK,AK|Hoonah-Angoon Census Area,AK|Hoonah-Angoon Census,99841,02105,H5,,,,,,,,,,,,,,,,,
99801,Juneau City and Borough,AK,AK|Juneau City and Borough,AK|Juneau City and,99801,02110,H6,,,,,,,,,,,,,,,,,
99811,Juneau City and Borough,AK,AK|Juneau City and Borough,AK|Juneau City and,99811,02110,H6,,,,,,,,,,,,,,,,,
99824,Juneau City and Borough,AK,AK|Juneau City and Borough,AK|Juneau City and,99824,02110,H6,,,,,,,,,,,,,,,,,
99556,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99556,02122,H1,,,,,,,,,,,,,,,,,
99568,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99568,02122,H1,,,,,,,,,,,,,,,,,
99572,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99572,02122,H1,,,,,,,,,,,,,,,,,
99603,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99603,02122,H1,,,,,,,,,,,,,,,,,
99605,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99605,02122,H1,,,,,,,,,,,,,,,,,
99610,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99610,02122,H1,,,,,,,,,,,,,,,,,
99611,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99611,02122,H1,,,,,,,,,,,,,,,,,
99631,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99631,02122,H1,,,,,,,,,,,,,,,,,
99635,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99635,02122,H1,,,,,,,,,,,,,,,,,
99639,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99639,02122,H1,,,,,,,,,,,,,,,,,
99663,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99663,02122,H1,,,,,,,,,,,,,,,,,
99664,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99664,02122,H1,,,,,,,,,,,,,,,,,
99669,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99669,02122,H1,,,,,,,,,,,,,,,,,
99672,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99672,02122,H1,,,,,,,,,,,,,,,,,
99682,Kenai Peninsula Borough,AK,AK|Kenai Peninsula Borough,AK|Kenai Peninsula,99682,02122,H1,,,,,,,,,,,,,,,,,
99901,Ketchikan Gateway Borough,AK,AK|Ketchikan Gateway Borough,AK|Ketchikan Gateway,99901,02130,H1,,,,,,,,,,,,,,,,,
99928,Ketchikan Gateway Borough,AK,AK|Ketchikan Gateway Borough,AK|Ketchikan Gateway,99928,02130,H1,,,,,,,,,,,,,,,,,
99550,Kodiak Island Borough,AK,AK|Kodiak Island Borough,AK|Kodiak Island,99550,02150,H1,,,,,,,,,,,,,,,,,
99608,Kodiak Island Borough,AK,AK|Kodiak Island Borough,AK|Kodiak Island,99608,02150,H1,,,,,,,,,,,,,,,,,
99615,Kodiak Island Borough,AK,AK|Kodiak Island Borough,AK|Kodiak Island,99615,02150,H1,,,,,,,,,,,,,,,,,
99624,Kodiak Island Borough,AK,AK|Kodiak Island Borough,AK|Kodiak Island,99624,02150,H1,,,,,,,,,,,,,,,,,
99643,Kodiak Island Borough,AK,AK|Kodiak Island Borough,AK|Kodiak Island,99643,02150,H1,,,,,,,,,,,,,,,,,
99644,Kodiak Island Borough,AK,AK|Kodiak Island Borough,AK|Kodiak Island,99644,02150,H1,,,,,,,,,,,,,,,,,
99548,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99548,02164,H1,,,,,,,,,,,,,,,,,
99549,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99549,02164,H1,,,,,,,,,,,,,,,,,
99564,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99564,02164,H1,,,,,,,,,,,,,,,,,
99565,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99565,02164,H1,,,,,,,,,,,,,,,,,
99579,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99579,02164,H1,,,,,,,,,,,,,,,,,
99606,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99606,02164,H1,,,,,,,,,,,,,,,,,
99625,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99625,02164,H1,,,,,,,,,,,,,,,,,
99640,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99640,02164,H1,,,,,,,,,,,,,,,,,
99647,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99647,02164,H1,,,,,,,,,,,,,,,,,
99648,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99648,02164,H1,,,,,,,,,,,,,,,,,
99649,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99649,02164,H1,,,,,,,,,,,,,,,,,
99653,Lake and Peninsula Borough,AK,AK|Lake and Peninsula Borough,AK|Lake and Peninsula,99653,02164,H1,,,,,,,,,,,,,,,,,
99623,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99623,02170,H1,,,,,,,,,,,,,,,,,
99645,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99645,02170,H1,,,,,,,,,,,,,,,,,
99652,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99652,02170,H1,,,,,,,,,,,,,,,,,
99654,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99654,02170,H1,,,,,,,,,,,,,,,,,
99667,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99667,02170,H1,,,,,,,,,,,,,,,,,
99674,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99674,02170,H1,,,,,,,,,,,,,,,,,
99676,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99676,02170,H1,,,,,,,,,,,,,,,,,
99683,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99683,02170,H1,,,,,,,,,,,,,,,,,
99687,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99687,02170,H1,,,,,,,,,,,,,,,,,
99688,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99688,02170,H1,,,,,,,,,,,,,,,,,
99694,Matanuska-Susitna Borough,AK,AK|Matanuska-Susitna Borough,AK|Matanuska-Susitna,99694,02170,H1,,,,,,,,,,,,,,,,,
99659,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99659,02180,H5,,,,,,,,,,,,,,,,,
99671,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99671,02180,H5,,,,,,,,,,,,,,,,,
99684,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99684,02180,H5,,,,,,,,,,,,,,,,,
99739,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99739,02180,H5,,,,,,,,,,,,,,,,,
99742,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99742,02180,H5,,,,,,,,,,,,,,,,,
99753,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99753,02180,H5,,,,,,,,,,,,,,,,,
99762,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99762,02180,H5,,,,,,,,,,,,,,,,,
99769,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99769,02180,H5,,,,,,,,,,,,,,,,,
99771,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99771,02180,H5,,,,,,,,,,,,,,,,,
99772,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99772,02180,H5,,,,,,,,,,,,,,,,,
99778,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99778,02180,H5,,,,,,,,,,,,,,,,,
99783,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99783,02180,H5,,,,,,,,,,,,,,,,,
99784,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99784,02180,H5,,,,,,,,,,,,,,,,,
99785,Nome Census Area,AK,AK|Nome Census Area,AK|Nome Census,99785,02180,H5,,,,,,,,,,,,,,,,,
99721,North Slope Borough,AK,AK|North Slope Borough,AK|North Slope,99721,02185,H1,,,,,,,,,,,,,,,,,
99723,North Slope Borough,AK,AK|North Slope Borough,AK|North Slope,99723,02185,H1,,,,,,,,,,,,,,,,,
99734,North Slope Borough,AK,AK|North Slope Borough,AK|North Slope,99734,02185,H1,,,,,,,,,,,,,,,,,
99747,North Slope Borough,AK,AK|North Slope Borough,AK|North Slope,99747,02185,H1,,,,,,,,,,,,,,,,,
99759,North Slope Borough,AK,AK|North Slope Borough,AK|North Slope,99759,02185,H1,,,,,,,,,,,,,,,,,
99766,North Slope Borough,AK,AK|North Slope Borough,AK|North Slope,99766,02185,H1,,,,,,,,,,,,,,,,,
99782,North Slope Borough,AK,AK|North Slope Borough,AK|North Slope,99782,02185,H1,,,,,,,,,,,,,,,,,
99789,North Slope Borough,AK,AK|North Slope Borough,AK|North Slope,99789,02185,H1,,,,,,,,,,,,,,,,,
99791,North Slope Borough,AK,AK|North Slope Borough,AK|North Slope,99791,02185,H1,,,,,,,,,,,,,,,,,
99727,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99727,02188,H1,,,,,,,,,,,,,,,,,
99736,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99736,02188,H1,,,,,,,,,,,,,,,,,
99749,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99749,02188,H1,,,,,,,,,,,,,,,,,
99750,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99750,02188,H1,,,,,,,,,,,,,,,,,
99751,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99751,02188,H1,,,,,,,,,,,,,,,,,
99752,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99752,02188,H1,,,,,,,,,,,,,,,,,
99761,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99761,02188,H1,,,,,,,,,,,,,,,,,
99763,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99763,02188,H1,,,,,,,,,,,,,,,,,
99770,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99770,02188,H1,,,,,,,,,,,,,,,,,
99773,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99773,02188,H1,,,,,,,,,,,,,,,,,
99786,Northwest Arctic Borough,AK,AK|Northwest Arctic Borough,AK|Northwest Arctic,99786,02188,H1,,,,,,,,,,,,,,,,,
99830,Petersburg Census Area,AK,AK|Petersburg Census Area,AK|Petersburg Census,99830,02195,H5,,,,,,,,,,,,,,,,,
99833,Petersburg Census Area,AK,AK|Petersburg Census Area,AK|Petersburg Census,99833,02195,H5,,,,,,,,,,,,,,,,,
99836,Petersburg Census Area,AK,AK|Petersburg Census Area,AK|Petersburg Census,99836,02195,H5,,,,,,,,,,,,,,,,,
99918,Prince of Wales-Hyder Census Area,AK,AK|Prince of Wales-Hyder Census Area,AK|Prince of Wales-Hyder Census,99918,02198,H5,,,,,,,,,,,,,,,,,
99919,Prince of Wales-Hyder Census Area,AK,AK|Prince of Wales-Hyder Census Area,AK|Prince of Wales-Hyder Census,99919,02198,H5,,,,,,,,,,,,,,,,,
99921,Prince of Wales-Hyder Census Area,AK,AK|Prince of Wales-Hyder Census Area,AK|Prince of Wales-Hyder Census,99921,02198,H5,,,,,,,,,,,,,,,,,
99922,Prince of Wales-Hyder Census Area,AK,AK|Prince of Wales-Hyder Census Area,AK|Prince of Wales-Hyder Census,99922,02198,H5,,,,,,,,,,,,,,,,,
99923,Prince of Wales-Hyder Census Area,AK,AK|Prince of Wales-Hyder Census Area,AK|Prince of Wales-Hyder Census,99923,02198,H5,,,,,,,,,,,,,,,,,
99925,Prince of Wales-Hyder Census Area,AK,AK|Prince of Wales-Hyder Census Area,AK|Prince of Wales-Hyder Census,99925,02198,H5,,,,,,,,,,,,,,,,,
99926,Prince of Wales-Hyder Census Area,AK,AK|Prince of Wales-Hyder Census Area,AK|Prince of Wales-Hyder Census,99926,02198,H5,,,,,,,,,,,,,,,,,
99927,Prince of Wales-Hyder Census Area,AK,AK|Prince of Wales-Hyder Census Area,AK|Prince of Wales-Hyder Census,99927,02198,H5,,,,,,,,,,,,,,,,,
99835,Sitka City and Borough,AK,AK|Sitka City and Borough,AK|Sitka City and,99835,02220,H6,,,,,,,,,,,,,,,,,
99840,Skagway Municipality,AK,AK|Skagway Municipality,AK|Skagway,99840,02230,H1,,,,,,,,,,,,,,,,,
99731,Southeast Fairbanks Census Area,AK,AK|Southeast Fairbanks Census Area,AK|Southeast Fairbanks Census,99731,02240,H5,,,,,,,,,,,,,,,,,
99732,Southeast Fairbanks Census Area,AK,AK|Southeast Fairbanks Census Area,AK|Southeast Fairbanks Census,99732,02240,H5,,,,,,,,,,,,,,,,,
99737,Southeast Fairbanks Census Area,AK,AK|Southeast Fairbanks Census Area,AK|Southeast Fairbanks Census,99737,02240,H5,,,,,,,,,,,,,,,,,
99738,Southeast Fairbanks Census Area,AK,AK|Southeast Fairbanks Census Area,AK|Southeast Fairbanks Census,99738,02240,H5,,,,,,,,,,,,,,,,,
99764,Southeast Fairbanks Census Area,AK,AK|Southeast Fairbanks Census Area,AK|Southeast Fairbanks Census,99764,02240,H5,,,,,,,,,,,,,,,,,
99776,Southeast Fairbanks Census Area,AK,AK|Southeast Fairbanks Census Area,AK|Southeast Fairbanks Census,99776,02240,H5,,,,,,,,,,,,,,,,,
99780,Southeast Fairbanks Census Area,AK,AK|Southeast Fairbanks Census Area,AK|Southeast Fairbanks Census,99780,02240,H5,,,,,,,,,,,,,,,,,
99566,Valdez-Cordova Census Area,AK,AK|Valdez-Cordova Census Area,AK|Valdez-Cordova Census,99566,02261,H5,,,,,,,,,,,,,,,,,
99573,Valdez-Cordova Census Area,AK,AK|Valdez-Cordova Census Area,AK|Valdez-Cordova Census,99573,02261,H5,,,,,,,,,,,,,,,,,
99574,Valdez-Cordova Census Area,AK,AK|Valdez-Cordova Census Area,AK|Valdez-Cordova Census,99574,02261,H5,,,,,,,,,,,,,,,,,
99586,Valdez-Cordova Census Area,AK,AK|Valdez-Cordova Census Area,AK|Valdez-Cordova Census,99586,02261,H5,,,,,,,,,,,,,,,,,
99588,Valdez-Cordova Census Area,AK,AK|Valdez-Cordova Census Area,AK|Valdez-Cordova Census,99588,02261,H5,,,,,,,,,,,,,,,,,
99677,Valdez-Cordova Census Area,AK,AK|Valdez-Cordova Census Area,AK|Valdez-Cordova Census,99677,02261,H5,,,,,,,,,,,,,,,,,
99686,Valdez-Cordova Census Area,AK,AK|Valdez-Cordova Census Area,AK|Valdez-Cordova Census,99686,02261,H5,,,,,,,,,,,,,,,,,
99693,Valdez-Cordova Census Area,AK,AK|Valdez-Cordova Census Area,AK|Valdez-Cordova Census,99693,02261,H5,,,,,,,,,,,,,,,,,
99554,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99554,02270,H5,,,,,,,,,,,,,,,,,
99563,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99563,02270,H5,,,,,,,,,,,,,,,,,
99581,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99581,02270,H5,,,,,,,,,,,,,,,,,
99585,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99585,02270,H5,,,,,,,,,,,,,,,,,
99604,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99604,02270,H5,,,,,,,,,,,,,,,,,
99620,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99620,02270,H5,,,,,,,,,,,,,,,,,
99632,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99632,02270,H5,,,,,,,,,,,,,,,,,
99650,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99650,02270,H5,,,,,,,,,,,,,,,,,
99657,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99657,02270,H5,,,,,,,,,,,,,,,,,
99658,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99658,02270,H5,,,,,,,,,,,,,,,,,
99662,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99662,02270,H5,,,,,,,,,,,,,,,,,
99666,Wade Hampton Census Area,AK,AK|Wade Hampton Census Area,AK|Wade Hampton Census,99666,02270,H5,,,,,,,,,,,,,,,,,
99903,Wrangell City and Borough,AK,AK|Wrangell City and Borough,AK|Wrangell City and,99903,02275,H1,,,,,,,,,,,,,,,,,
99929,Wrangell City and Borough,AK,AK|Wrangell City and Borough,AK|Wrangell City and,99929,02275,H1,,,,,,,,,,,,,,,,,
99689,Yakutat City and Borough,AK,AK|Yakutat City and Borough,AK|Yakutat City and,99689,02282,H1,,,,,,,,,,,,,,,,,
99558,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99558,02290,H5,,,,,,,,,,,,,,,,,
99590,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99590,02290,H5,,,,,,,,,,,,,,,,,
99602,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99602,02290,H5,,,,,,,,,,,,,,,,,
99627,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99627,02290,H5,,,,,,,,,,,,,,,,,
99665,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99665,02290,H5,,,,,,,,,,,,,,,,,
99675,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99675,02290,H5,,,,,,,,,,,,,,,,,
99691,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99691,02290,H5,,,,,,,,,,,,,,,,,
99704,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99704,02290,H5,,,,,,,,,,,,,,,,,
99720,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99720,02290,H5,,,,,,,,,,,,,,,,,
99722,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99722,02290,H5,,,,,,,,,,,,,,,,,
99724,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99724,02290,H5,,,,,,,,,,,,,,,,,
99726,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99726,02290,H5,,,,,,,,,,,,,,,,,
99730,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99730,02290,H5,,,,,,,,,,,,,,,,,
99733,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99733,02290,H5,,,,,,,,,,,,,,,,,
99740,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99740,02290,H5,,,,,,,,,,,,,,,,,
99741,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99741,02290,H5,,,,,,,,,,,,,,,,,
99745,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99745,02290,H5,,,,,,,,,,,,,,,,,
99746,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99746,02290,H5,,,,,,,,,,,,,,,,,
99748,Yukon-Koyukuk Census Area,AK,AK|Yukon-Koyukuk Census Area,AK|Yukon-Koyukuk Census,99748,02290,H5,,,,,,,,,,,,,,,,,
